transaction_id,date,amount,transaction_type,is_anomaly
TXN00298,2021-01-15,382.48,Outgoing,0
TXN00299,2021-09-05,955.49,Incoming,0
TXN00300,2022-01-08,5948.75,Incoming,0
TXN00301,2022-04-13,7619.4,Outgoing,0
TXN00302,2025-02-19,42868.51,Incoming,1
TXN00303,2023-04-01,5583.96,Incoming,0
TXN00304,2022-07-22,3348.4,Outgoing,0
TXN00305,2024-05-26,1126.69,Incoming,0
TXN00306,2021-12-01,3890.8,Outgoing,0
TXN00307,2023-09-07,680.85,Outgoing,0
TXN00308,2023-06-15,5694.11,Outgoing,0
TXN00309,2021-05-31,2212.5,Incoming,0
TXN00310,2023-08-18,7227.64,Outgoing,0
TXN00311,2023-02-05,3559.14,Outgoing,0
TXN00312,2023-12-30,3420.91,Incoming,0
TXN00313,2024-01-14,2911.21,Outgoing,0
TXN00314,2024-01-27,3636.15,Incoming,0
TXN00315,2024-12-02,695.36,Incoming,0
TXN00316,2022-03-18,3794.71,Outgoing,0
TXN00317,2025-10-29,4136.85,Outgoing,0
TXN00318,2023-03-27,1583.55,Outgoing,0
TXN00319,2023-03-07,768.36,Incoming,0
TXN00320,2022-02-03,5679.35,Outgoing,0
TXN00321,2023-11-19,3202.5,Outgoing,0
TXN00322,2025-09-11,3716.19,Incoming,0
TXN00323,2021-08-15,3042.58,Incoming,0
TXN00324,2023-02-09,5050.11,Incoming,0
TXN00325,2022-07-09,2707.4,Outgoing,0
TXN00326,2023-09-16,1222.9,Outgoing,0
TXN00327,2022-02-14,2495.5,Incoming,0
TXN00328,2024-08-22,2498.95,Outgoing,0
TXN00329,2021-01-14,5769.86,Incoming,0
TXN00330,2022-06-26,37969.64,Outgoing,1
TXN00331,2024-05-30,1386.5,Outgoing,0
TXN00332,2023-05-02,5142.81,Incoming,0
TXN00333,2022-06-16,4445.45,Incoming,0
TXN00334,2025-10-10,5885.95,Outgoing,0
TXN00335,2021-08-19,4946.25,Incoming,0
TXN00336,2025-01-01,3515.8,Incoming,0
TXN00337,2025-05-31,1547.43,Incoming,0
TXN00338,2025-03-03,387.62,Outgoing,0
TXN00339,2022-02-20,1169.85,Outgoing,0
TXN00340,2023-04-24,474.17,Incoming,0
TXN00341,2023-07-23,1468.29,Outgoing,0
TXN00342,2024-07-20,5817.98,Incoming,0
TXN00343,2021-02-21,1390.53,Outgoing,0
TXN00344,2022-11-26,4593.75,Incoming,0
TXN00345,2024-03-08,5929.67,Incoming,0
TXN00346,2025-03-15,7881.98,Outgoing,0
TXN00347,2021-12-09,4195.34,Outgoing,0
TXN00348,2021-01-21,5880.71,Outgoing,0
TXN00349,2022-05-27,4866.56,Outgoing,0
TXN00350,2024-08-11,1438.89,Outgoing,0
TXN00351,2022-11-16,1060.14,Incoming,0
TXN00352,2022-07-08,629.51,Outgoing,0
TXN00353,2021-04-29,5652.58,Outgoing,0
TXN00354,2023-05-22,23160.76,Outgoing,1
TXN00355,2024-02-27,4662.56,Incoming,0
TXN00356,2023-07-01,543.27,Outgoing,0
TXN00357,2025-04-22,152.13,Outgoing,0
TXN00358,2025-07-25,51632.74,Outgoing,1
TXN00359,2024-10-09,908.91,Outgoing,0
TXN00360,2021-06-27,4109.74,Outgoing,0
TXN00361,2022-04-05,7597.16,Outgoing,0
TXN00362,2024-07-06,3855.16,Incoming,0
TXN00363,2023-01-24,5457.71,Incoming,0
TXN00364,2025-03-23,6177.66,Outgoing,0
TXN00365,2021-12-19,6321.92,Outgoing,0
TXN00366,2021-03-05,5483.54,Outgoing,0
TXN00367,2022-01-17,33978.29,Outgoing,1
TXN00368,2021-10-20,2739.56,Incoming,0
TXN00369,2025-06-08,3528.14,Outgoing,0
TXN00370,2022-08-11,2925.05,Outgoing,0
TXN00371,2023-12-17,4432.48,Outgoing,0
TXN00372,2023-01-21,2036.1,Incoming,0
TXN00373,2023-01-07,911.9,Outgoing,0
TXN00374,2021-07-09,569.02,Outgoing,0
TXN00375,2023-11-11,5675.28,Incoming,0
TXN00376,2024-07-17,5125.16,Outgoing,0
TXN00377,2022-01-27,5405.07,Outgoing,0
TXN00378,2022-03-10,73134.86,Incoming,1
TXN00379,2023-06-08,3853.93,Outgoing,0
TXN00380,2024-06-03,5472.32,Outgoing,0
TXN00381,2022-07-17,7718.5,Outgoing,0
TXN00382,2023-04-10,5758.15,Outgoing,0
TXN00383,2022-06-12,4381.48,Incoming,0
TXN00384,2023-01-06,1986.35,Incoming,0
TXN00385,2022-12-28,35983.54,Incoming,1
TXN00386,2024-07-07,3929.04,Outgoing,0
TXN00387,2021-11-16,2553.51,Outgoing,0
TXN00388,2025-03-01,5257.9,Outgoing,0
TXN00389,2025-02-25,4765.6,Outgoing,0
TXN00390,2022-09-24,6159.41,Outgoing,0
TXN00391,2024-12-17,5101.35,Outgoing,0
TXN00392,2021-03-12,1620.92,Incoming,0
TXN00393,2021-05-04,2250.4,Incoming,0
TXN00394,2024-05-20,32328.87,Outgoing,1
TXN00395,2024-11-20,7049.49,Outgoing,0
TXN00396,2021-01-27,2041.86,Outgoing,0
TXN00397,2023-07-07,6227.59,Outgoing,0
TXN00398,2024-05-27,6664.85,Outgoing,0
TXN00399,2024-07-02,4501.12,Incoming,0
TXN00400,2022-07-08,6169.62,Outgoing,0
TXN00401,2022-01-28,5989.74,Incoming,0
TXN00402,2025-09-04,4801.42,Outgoing,0
TXN00403,2024-11-02,5175.62,Incoming,0
TXN00404,2022-10-28,4006.67,Incoming,0
TXN00405,2025-01-01,3366.63,Incoming,0
TXN00406,2025-03-18,1436.59,Incoming,0
TXN00407,2023-06-10,125.97,Incoming,0
TXN00408,2023-03-07,4527.4,Outgoing,0
TXN00409,2021-07-08,2587.66,Incoming,0
TXN00410,2022-07-02,3197.37,Incoming,0
TXN00411,2024-10-11,3645.9,Incoming,0
TXN00412,2022-04-13,690.9,Incoming,0
TXN00413,2023-07-14,1111.64,Outgoing,0
TXN00414,2021-12-31,937.26,Outgoing,0
TXN00415,2024-07-19,4968.53,Incoming,0
TXN00416,2024-02-15,4517.25,Outgoing,0
TXN00417,2025-12-24,3902.13,Outgoing,0
TXN00418,2024-12-07,3579.21,Outgoing,0
TXN00419,2024-03-16,2116.97,Outgoing,0
TXN00420,2022-07-28,78476.6,Incoming,1
TXN00421,2025-10-30,4387.98,Outgoing,0
TXN00422,2024-05-06,3438.04,Incoming,0
TXN00423,2021-05-03,3059.77,Incoming,0
TXN00424,2021-08-18,4083.06,Outgoing,0
TXN00425,2021-12-12,544.8,Incoming,0
TXN00426,2025-12-15,35812.11,Outgoing,1
TXN00427,2021-08-05,3670.23,Incoming,0
TXN00428,2023-06-09,6821.44,Outgoing,0
TXN00429,2022-10-26,2634.92,Outgoing,0
TXN00430,2024-03-17,56951.73,Outgoing,1
TXN00431,2022-01-27,1164.66,Incoming,0
TXN00432,2023-03-04,1434.32,Outgoing,0
TXN00433,2024-12-08,117.37,Incoming,0
TXN00434,2025-01-08,1074.25,Incoming,0
TXN00435,2023-08-29,5794.2,Outgoing,0
TXN00436,2021-12-21,56864.61,Outgoing,1
TXN00437,2025-11-24,33386.18,Outgoing,1
TXN00438,2023-09-01,2072.02,Incoming,0
TXN00439,2024-06-25,182.91,Incoming,0
TXN00440,2023-04-03,32737.79,Outgoing,1
TXN00441,2025-01-03,5079.16,Outgoing,0
TXN00442,2024-03-28,949.49,Incoming,0
TXN00443,2024-10-24,2227.21,Outgoing,0
TXN00444,2022-12-30,1634.89,Outgoing,0
TXN00445,2024-05-20,4778.78,Incoming,0
TXN00446,2024-02-18,40272.79,Incoming,1
TXN00447,2021-07-31,618.46,Incoming,0
TXN00448,2021-11-27,4858.28,Outgoing,0
TXN00449,2025-10-21,5949.75,Incoming,0
TXN00450,2022-05-30,6215.38,Outgoing,0
TXN00451,2025-08-23,4102.35,Incoming,0
TXN00452,2023-01-24,1732.86,Incoming,0
TXN00453,2023-07-09,3518.29,Outgoing,0
TXN00454,2023-12-22,4892.41,Outgoing,0
TXN00455,2022-09-16,819.96,Incoming,0
TXN00456,2023-12-21,3917.01,Outgoing,0
TXN00457,2023-12-28,4161.37,Incoming,0
TXN00458,2025-04-29,4059.16,Incoming,0
TXN00459,2021-12-21,1237.6,Outgoing,0
TXN00460,2022-02-19,2915.57,Incoming,0
TXN00461,2024-11-19,6744.61,Outgoing,0
TXN00462,2021-03-26,183.17,Incoming,0
TXN00463,2025-01-16,3245.49,Outgoing,0
TXN00464,2021-10-28,1652.41,Outgoing,0
TXN00465,2021-07-08,2708.54,Incoming,0
TXN00466,2024-11-11,537.05,Outgoing,0
TXN00467,2023-07-30,2091.51,Incoming,0
TXN00468,2021-07-26,1736.59,Incoming,0
TXN00469,2025-02-01,777.15,Outgoing,0
TXN00470,2024-12-23,5401.14,Incoming,0
TXN00471,2023-02-26,2121.48,Incoming,0
TXN00472,2021-11-24,74094.59,Incoming,1
TXN00473,2025-01-08,6370.71,Outgoing,0
TXN00474,2025-11-24,7449.31,Outgoing,0
TXN00475,2022-11-04,1079.14,Outgoing,0
TXN00476,2024-02-18,52251.73,Incoming,1
TXN00477,2025-06-21,55474.44,Incoming,1
TXN00478,2021-10-27,5153.86,Incoming,0
TXN00479,2025-12-01,3355.17,Incoming,0
TXN00480,2021-08-14,6034.92,Outgoing,0
TXN00481,2024-01-22,2970.69,Incoming,0
TXN00482,2024-02-06,1682.89,Incoming,0
TXN00483,2024-07-03,4283.42,Incoming,0
TXN00484,2023-02-12,2270.26,Outgoing,0
TXN00485,2022-05-04,877.92,Outgoing,0
TXN00486,2023-06-17,605.96,Outgoing,0
TXN00487,2024-09-04,1994.64,Incoming,0
TXN00488,2022-02-19,3526.16,Outgoing,0
TXN00489,2025-04-30,3510.65,Outgoing,0
TXN00490,2025-04-23,7625.83,Outgoing,0
TXN00491,2023-10-19,6278.62,Outgoing,0
TXN00492,2021-11-13,7599.42,Outgoing,0
TXN00493,2023-12-24,2231.3,Incoming,0
TXN00494,2023-02-08,3659.78,Outgoing,0
TXN00495,2023-02-15,1541.21,Incoming,0
TXN00496,2024-08-03,3799.54,Incoming,0
TXN00497,2022-10-22,2135.53,Incoming,0
TXN00498,2023-09-27,76446.55,Incoming,1
TXN00499,2025-02-28,7958.74,Outgoing,0
TXN00500,2023-07-25,5506.48,Outgoing,0
TXN00501,2023-02-03,3528.29,Incoming,0
TXN00502,2023-09-05,2271.53,Outgoing,0
TXN00503,2022-09-13,5396.59,Outgoing,0
TXN00504,2021-04-17,5923.08,Outgoing,0
TXN00505,2023-11-20,245.18,Incoming,0
TXN00506,2022-08-08,57449.68,Incoming,1
TXN00507,2025-05-28,2727.58,Outgoing,0
TXN00508,2024-12-23,4911.44,Incoming,0
TXN00509,2021-05-26,775.52,Outgoing,0
TXN00510,2022-02-10,3256.67,Incoming,0
TXN00511,2022-01-04,684.61,Outgoing,0
TXN00512,2022-01-14,353.63,Incoming,0
TXN00513,2021-12-20,2944.09,Incoming,0
TXN00514,2024-09-09,5155.37,Outgoing,0
TXN00515,2023-03-12,877.25,Incoming,0
TXN00516,2023-03-23,1917.37,Outgoing,0
TXN00517,2024-04-07,1245.93,Incoming,0
TXN00518,2021-03-10,6170.54,Outgoing,0
TXN00519,2021-05-24,3185.78,Outgoing,0
TXN00520,2025-02-15,5054.01,Outgoing,0
TXN00521,2022-09-15,26425.14,Outgoing,1
TXN00522,2022-12-31,4064.91,Outgoing,0
TXN00523,2023-10-03,6826.88,Outgoing,0
TXN00524,2021-02-02,1824.48,Outgoing,0
TXN00525,2021-06-08,2523.43,Incoming,0
TXN00526,2024-11-25,4075.61,Outgoing,0
TXN00527,2021-12-05,651.96,Outgoing,0
TXN00528,2024-08-28,626.96,Incoming,0
TXN00529,2025-08-10,4281.46,Outgoing,0
TXN00530,2024-09-01,6461.19,Outgoing,0
TXN00531,2025-06-25,2603.88,Outgoing,0
TXN00532,2023-12-08,5410.7,Incoming,0
TXN00533,2025-05-26,726.06,Outgoing,0
TXN00534,2023-03-04,756.13,Incoming,0
TXN00535,2023-10-08,5050.16,Incoming,0
TXN00536,2022-07-21,3274.47,Incoming,0
TXN00537,2022-03-07,4569.74,Incoming,0
TXN00538,2022-10-23,3838.92,Outgoing,0
TXN00539,2021-04-21,6331.2,Outgoing,0
TXN00540,2024-10-09,4716.04,Incoming,0
TXN00541,2022-01-12,820.99,Outgoing,0
TXN00542,2022-10-02,4491.32,Incoming,0
TXN00543,2022-12-16,2757.51,Incoming,0
TXN00544,2025-06-26,5200.08,Incoming,0
TXN00545,2022-03-24,53690.66,Outgoing,1
TXN00546,2024-07-13,1305.96,Incoming,0
TXN00547,2024-06-26,237.71,Incoming,0
TXN00548,2022-07-14,2063.9,Outgoing,0
TXN00549,2021-02-17,1115.21,Incoming,0
TXN00550,2023-10-30,7052.93,Outgoing,0
